Birth,GU,LIFE,Sex,Marry,CLwkd1,CLwke1,HLwkd1,HLwke1,Job,Avg_income,cluster
1959,440,2,1,1,7,1,4,7,2,6,6
1980,440,2,2,5,1,5,6,5,9,4,4
1984,440,1,2,5,1,5,1,6,4,5,4
1979,440,1,1,1,1,1,1,6,7,5,0
1982,440,1,1,1,1,1,1,1,3,7,2
1982,440,1,2,1,1,2,5,4,4,5,5
1980,440,1,1,1,1,5,6,2,5,9,2
1988,440,1,1,1,1,4,6,6,5,7,2
1966,440,1,1,1,10,9,1,9,3,9,2
1964,440,2,1,3,1,7,1,6,4,5,6
1971,440,2,1,2,1,1,1,1,4,7,6
1969,440,1,2,4,1,5,1,6,4,5,4
1987,440,2,2,5,1,5,6,1,9,3,4
1971,440,2,1,2,1,4,6,4,4,7,6
1986,440,1,1,1,1,4,4,6,9,4,0
1983,440,1,2,1,1,5,6,2,9,3,0
1983,440,2,1,1,1,6,1,5,4,7,6
1984,440,2,1,1,5,5,5,5,3,7,6
1977,440,1,1,3,1,5,4,6,1,7,2
1984,440,3,1,2,1,6,1,6,7,7,6
1969,440,2,2,2,1,2,6,6,3,5,1
1978,440,1,2,3,1,9,1,6,4,4,5
1969,440,3,1,2,4,6,7,6,2,7,6
1978,440,1,1,1,1,5,5,6,3,7,2
1975,440,1,2,1,7,7,2,6,2,6,5
1961,440,1,2,5,1,7,1,6,4,5,4
1986,440,1,1,1,4,5,2,5,1,10,3
1964,440,1,2,2,7,6,7,5,9,5,0
1971,440,1,2,1,1,9,10,9,1,4,5
1970,440,1,1,1,7,7,7,6,3,6,2
1962,440,1,2,1,1,10,1,6,4,6,5
1972,440,1,1,1,1,4,2,6,2,10,3
1977,440,1,2,1,7,4,3,5,5,3,5
1979,440,1,2,4,1,6,1,10,4,4,4
1967,440,1,1,1,1,5,1,5,8,6,0
1984,440,1,2,1,1,2,1,2,5,5,5
1980,440,1,1,2,1,5,1,5,4,5,2
1968,440,2,1,1,7,6,5,1,1,7,6
1968,440,2,2,1,1,7,10,6,5,5,1
1980,440,1,1,1,1,5,1,5,2,8,2
1968,440,1,2,1,1,2,1,2,4,5,5
1974,440,2,1,1,2,5,1,5,1,9,6
1981,440,2,2,1,6,8,1,6,5,3,1
1963,440,1,2,3,1,8,1,8,5,5,5
1969,440,1,1,1,1,5,1,5,5,6,2
1983,440,1,1,1,1,5,1,5,8,6,0
1962,440,1,2,1,1,8,1,8,5,4,5
1975,440,1,1,1,1,5,1,5,3,6,2
1978,440,1,1,1,1,5,1,5,8,6,0
1978,440,1,1,1,1,5,1,5,2,7,2
1989,440,1,2,1,1,6,1,6,4,5,5
1980,440,2,1,1,1,5,1,8,3,9,6
1960,440,2,2,2,7,5,3,8,2,5,1
1972,440,2,2,2,1,8,7,8,5,4,1
1989,440,2,2,3,1,4,4,10,4,5,1
1980,440,1,2,5,1,6,1,1,7,6,4
1980,440,1,1,2,6,9,1,6,3,5,2
1960,440,1,2,2,1,6,1,6,5,5,5
1956,440,1,2,2,1,6,1,3,7,8,5
1970,440,1,2,3,1,8,7,8,5,5,5
1977,440,1,2,2,7,1,1,7,4,5,5
1971,440,1,2,2,2,6,1,8,4,3,5
1956,440,1,1,1,5,6,10,7,7,8,0
1979,440,1,2,1,1,6,7,6,5,4,5
1962,440,1,1,1,5,6,1,6,7,7,0
1966,440,1,2,1,1,5,7,6,5,3,5
1980,440,1,2,2,1,5,1,6,4,5,5
1981,440,1,2,2,5,1,7,6,4,6,5
1966,440,1,1,1,1,5,1,5,8,6,0
1964,440,1,2,1,1,5,1,5,5,4,5
1979,440,1,1,2,1,7,1,7,4,6,2
1979,440,1,1,1,1,8,1,8,7,7,0
1967,440,1,2,1,8,8,8,8,5,4,5
1973,440,1,1,2,1,8,1,8,3,6,2
1976,440,2,2,3,1,8,1,8,5,4,1
1986,440,2,2,3,1,5,1,5,4,5,1
1970,440,2,1,2,1,5,1,5,3,5,6
1981,440,2,2,2,1,5,1,5,3,4,1
1969,440,2,1,5,1,5,1,5,8,5,4
1971,440,1,2,5,1,8,1,8,9,4,4
1968,440,1,2,5,1,8,1,8,9,3,4
1985,440,2,1,1,1,5,1,5,2,8,6
1964,440,2,2,1,1,6,1,6,4,6,1
1971,440,1,1,1,1,5,1,5,8,6,0
1966,440,1,2,1,1,8,1,8,9,3,0
1986,440,2,1,1,1,5,1,5,5,7,6
2000,440,2,2,1,5,5,5,5,4,6,1
1982,440,2,1,1,1,6,1,6,2,8,6
1966,440,2,2,1,1,5,1,5,3,5,1
1958,440,1,1,1,5,5,5,5,8,7,0
1963,440,1,1,2,5,5,5,5,4,6,2
1980,440,1,1,1,1,5,1,5,8,6,0
1955,440,1,2,1,1,6,1,6,9,4,0
1979,440,3,2,5,1,8,1,8,5,4,4
1965,440,3,1,5,1,5,1,5,8,6,4
1975,440,3,1,3,5,5,5,5,8,6,6
1979,440,3,2,5,1,8,1,8,5,5,4
1967,440,3,2,2,5,2,5,2,4,5,1
1974,440,3,1,1,5,5,5,5,8,7,6
1983,440,3,2,1,1,2,1,2,5,4,1
1971,440,3,2,5,1,8,1,8,3,4,4
1977,440,3,2,4,1,8,1,8,9,3,4
1984,440,3,2,5,1,6,1,6,6,5,4
1983,440,3,2,2,1,2,1,2,5,6,1
1972,440,3,1,1,1,8,1,8,7,8,6
1979,440,3,2,3,1,8,1,8,9,4,1
1984,440,3,1,2,1,2,1,2,3,7,6
1962,440,1,2,5,1,8,1,8,9,4,4
1967,440,2,1,2,1,5,1,5,4,7,6
1962,440,1,2,5,1,6,1,6,9,4,4
1975,440,1,2,2,1,2,1,2,3,6,5
1980,440,2,2,3,1,2,1,2,3,7,1
1965,440,2,2,5,1,2,1,2,9,3,4
1972,440,1,1,1,1,5,1,5,7,7,0
1978,440,1,2,2,5,5,5,5,4,5,5
1968,440,3,1,1,5,6,5,6,8,7,6
1979,440,3,2,1,1,6,1,6,4,4,1
1956,440,2,1,1,1,5,1,5,3,7,6
1970,440,2,2,1,1,8,1,8,4,5,1
1968,440,1,1,1,1,5,1,5,8,8,0
1963,440,1,2,1,1,5,1,5,5,5,5
1979,440,2,1,1,1,5,1,5,2,8,6
1972,440,1,1,1,1,5,1,5,9,4,0
1979,440,1,1,1,1,1,6,9,9,4,0
1956,440,1,1,1,1,1,3,2,9,5,0
1970,440,1,1,2,1,9,7,9,3,7,2
1968,440,3,1,1,1,6,7,6,3,7,6
1983,440,3,2,1,1,6,1,6,3,6,1
1982,440,2,2,3,1,6,1,6,9,4,4
1977,440,2,2,2,1,2,1,2,3,7,1
1963,440,2,1,2,1,6,7,6,4,5,6
1969,440,3,1,1,1,6,7,6,3,7,6
1973,440,3,2,1,1,6,6,6,5,5,1
1985,440,1,1,1,1,5,1,5,9,4,0
1971,440,1,2,5,1,1,5,5,7,6,4
1977,440,3,1,1,1,9,7,4,3,8,6
1980,440,3,2,1,1,9,1,9,4,5,1
1975,440,1,2,5,1,5,1,5,9,6,4
1957,440,1,1,2,1,9,7,9,3,7,2
1962,440,2,2,3,1,6,1,6,9,3,4
1979,440,2,2,2,1,2,1,2,3,7,1
1982,440,2,2,2,1,6,7,6,3,5,1
1972,440,2,2,3,1,6,1,6,9,3,4
1979,440,2,2,2,1,6,7,6,4,5,1
1981,440,2,2,2,1,6,7,6,4,5,1
1970,440,2,1,1,1,1,6,9,9,4,0
1979,440,2,1,1,1,9,7,4,5,8,6
1970,440,2,2,1,1,9,1,9,4,5,1
1981,440,2,1,1,1,6,7,6,3,7,6
1963,440,2,2,1,1,6,1,6,3,6,1
1973,440,2,1,1,1,6,7,6,3,7,6
1962,440,2,1,2,1,11,7,6,3,5,6
1974,440,1,2,3,1,1,1,6,4,5,5
1987,440,1,1,1,1,9,1,9,4,8,2
1972,440,2,1,1,1,1,1,6,3,8,6
1981,440,2,2,1,1,1,1,6,3,4,1
1971,440,3,1,1,1,6,7,6,5,7,6
1975,440,3,2,1,1,2,7,6,5,5,1
1964,440,3,1,2,1,2,7,6,3,5,6
1986,440,1,1,5,1,1,1,1,7,5,4
1968,440,2,1,1,5,9,1,9,2,8,6
1976,440,2,2,1,1,9,1,9,3,6,1
1980,440,2,1,1,1,6,1,6,2,8,6
1968,440,2,2,1,1,6,2,6,3,6,1
1968,470,1,1,1,7,6,6,6,7,11,0
1976,470,1,1,4,1,6,6,6,3,9,2
1988,470,1,1,5,1,1,1,6,5,4,4
1959,470,1,2,1,1,6,6,6,3,9,5
1983,470,1,1,1,1,5,5,5,3,8,2
1968,470,2,2,5,1,5,5,5,5,5,4
1976,470,2,1,1,1,5,1,4,3,11,3
1969,470,1,1,1,1,5,1,9,3,7,2
1964,470,1,1,2,7,5,7,4,3,6,2
1975,470,1,1,2,7,10,7,9,4,5,2
1969,470,1,1,2,7,7,10,5,3,6,2
1984,470,1,1,1,11,1,1,5,4,6,2
1963,470,1,1,1,1,5,1,5,8,6,0
1955,470,1,1,2,7,7,7,5,3,7,2
1955,470,2,1,1,1,5,1,9,8,17,3
1969,470,2,2,1,2,5,6,9,8,17,3
1982,470,1,2,1,7,1,10,6,3,7,5
1978,470,1,1,1,7,1,1,11,3,7,2
1975,470,1,1,1,2,1,2,5,4,7,2
1955,470,1,1,2,7,7,7,4,3,7,2
1981,470,1,1,1,7,5,1,11,3,9,2
1968,470,1,2,1,7,1,7,8,3,7,5
1968,470,1,1,1,1,2,6,11,1,7,2
1958,470,1,1,1,1,9,1,9,1,11,3
1976,470,2,2,1,1,1,7,1,3,7,1
1979,470,1,1,1,10,2,1,1,5,5,2
1982,470,1,2,1,1,1,1,1,5,1,5
1965,470,1,1,1,1,5,1,5,7,6,0
1963,470,1,1,1,1,5,1,5,9,4,0
1978,470,2,1,1,1,5,1,5,4,11,6
1983,470,1,1,1,1,7,1,8,4,7,2
1964,470,1,2,1,1,11,1,6,4,1,5
1961,470,1,1,1,1,2,2,6,5,11,3
1985,470,1,2,1,1,2,1,2,4,4,5
1986,470,1,1,2,2,2,5,10,3,7,2
1964,470,1,1,1,1,1,1,1,5,11,3
1970,470,1,2,1,1,1,1,1,5,1,5
1972,470,1,1,2,1,1,1,1,3,7,2
1979,470,1,1,1,1,9,1,9,7,7,0
1969,470,1,1,2,1,9,7,9,5,4,2
1971,470,2,2,5,1,1,1,5,5,4,4
1985,470,2,1,1,1,1,1,5,7,7,0
1960,470,2,1,1,7,6,1,9,3,9,6
1963,470,1,1,1,6,11,1,1,5,9,2
1957,470,1,1,1,1,2,1,1,8,9,0
1979,470,1,1,1,1,10,1,1,4,7,2
1968,470,1,2,2,1,2,1,2,3,6,5
1972,470,1,1,1,1,1,1,1,5,7,2
1963,470,1,2,1,1,1,1,1,5,1,5
1977,470,1,1,2,1,2,1,1,3,7,2
1980,470,1,1,1,1,9,1,9,3,9,2
1989,470,1,1,1,1,5,1,5,5,7,2
1981,470,2,2,3,1,1,1,9,4,3,1
1972,470,2,2,2,7,7,2,8,3,5,1
1980,470,2,1,2,7,3,7,3,5,5,6
1975,470,1,2,5,11,11,6,6,5,6,4
1971,470,2,2,5,1,9,1,5,9,3,4
1970,470,2,1,2,7,7,7,5,4,7,6
1972,470,1,1,1,1,1,1,5,7,4,0
1978,470,1,1,1,1,4,7,5,3,7,2
1985,470,1,1,1,1,5,6,6,7,6,0
1961,470,1,2,1,11,11,6,6,5,5,5
1965,470,1,1,2,1,6,6,6,3,7,2
1975,470,1,1,1,1,1,5,5,7,7,0
1969,470,1,1,2,7,2,7,2,3,5,2
1988,470,1,2,5,1,1,1,1,4,4,4
1981,470,2,1,1,5,5,1,6,5,5,6
1972,470,2,2,1,1,1,3,5,5,1,1
1962,470,1,1,1,1,6,6,6,3,9,2
1973,470,1,2,1,1,6,6,6,3,5,5
1966,470,1,2,2,1,1,1,2,3,7,5
1966,470,1,1,1,1,1,1,1,2,7,2
1988,470,1,1,1,1,1,1,5,3,7,2
1983,470,2,1,1,7,2,10,9,3,7,6
1962,470,2,2,1,2,9,7,9,3,7,1
1987,470,2,1,1,7,1,1,9,3,7,6
1993,470,2,2,1,1,9,7,9,4,3,1
1970,470,2,2,5,1,6,1,6,9,3,4
1960,470,1,1,1,1,1,1,5,8,4,0
1977,470,1,1,2,7,2,7,2,4,5,2
1991,470,1,1,1,1,7,7,4,5,7,2
1967,470,1,2,1,5,7,3,6,5,1,5
1961,470,1,1,1,7,6,1,6,3,7,2
1978,470,1,2,2,7,5,1,5,3,7,5
1984,470,1,1,1,1,5,5,5,8,10,0
1979,470,1,2,1,1,6,6,6,4,3,5
1965,470,3,1,1,7,6,6,5,7,9,6
1969,470,3,2,1,1,5,6,5,3,8,1
1974,470,1,2,2,7,2,7,2,3,5,5
1986,470,1,1,1,1,1,6,6,5,7,2
1955,470,1,2,1,1,1,5,9,5,1,5
1978,470,1,1,3,7,6,5,5,3,9,2
1972,470,1,1,2,7,5,5,6,2,13,3
1964,470,1,1,1,1,5,6,5,7,9,0
1958,470,1,2,1,1,6,1,6,7,8,5
1977,470,2,1,2,1,7,1,7,4,6,6
1956,470,1,1,1,1,5,1,9,4,7,2
1979,470,1,1,1,1,7,1,7,7,7,0
1967,470,1,1,1,1,10,4,6,7,9,0
1965,470,1,1,1,7,5,3,4,4,7,2
1962,470,1,2,1,5,1,5,6,5,4,5
1959,470,1,2,2,7,7,7,7,3,4,5
1963,470,2,1,1,1,10,4,6,1,5,6
1955,470,1,1,1,1,1,1,1,5,9,2
1980,470,1,1,5,1,1,2,1,5,11,4
1973,470,1,1,1,1,1,1,5,8,7,0
1971,470,1,2,1,1,1,1,5,5,5,5
1979,470,1,1,1,1,1,1,5,9,4,0
1969,470,1,1,2,7,5,4,7,5,7,2
1990,470,1,2,5,5,5,2,6,5,4,4
1982,470,2,1,2,7,9,1,5,7,5,0
1982,470,2,2,2,7,3,8,6,5,7,1
1963,470,2,2,2,7,10,2,7,9,7,0
1974,470,3,1,5,1,1,5,6,4,2,4
1960,470,1,1,1,1,9,1,9,7,9,0
1988,470,2,1,1,1,5,1,5,7,7,0
1974,470,1,1,2,7,1,4,6,4,8,2
1958,470,1,1,1,1,2,6,2,3,11,3
1967,470,1,2,1,1,2,6,5,4,3,5
1983,470,1,1,2,1,1,2,2,3,7,2
1988,470,1,1,2,1,3,1,2,3,7,2
1994,470,1,1,1,1,1,1,1,4,7,2
1970,470,1,1,1,1,1,6,6,4,9,2
1973,470,1,2,1,6,6,6,6,4,1,5
1974,470,1,1,2,6,5,5,5,3,6,2
1988,470,1,1,1,1,6,6,6,2,9,2
1972,470,1,2,1,7,9,5,6,2,9,5
1977,470,1,1,1,1,6,4,4,2,13,3
1978,470,1,1,1,1,6,5,6,2,9,2
1979,470,1,1,2,1,6,6,6,2,13,3
1969,470,1,1,1,5,2,3,3,3,7,2
1964,470,2,1,2,7,9,7,9,3,9,6
1984,470,2,1,1,7,5,7,5,2,7,6
1995,470,2,1,2,7,2,7,2,3,8,6
1981,470,2,1,1,1,5,1,2,3,11,3
1960,470,2,2,1,1,6,1,5,4,6,1
1973,470,1,1,1,1,9,1,9,5,7,2
1967,470,1,2,2,1,9,1,9,3,5,5
1984,470,2,1,1,1,9,1,9,3,11,3
1979,470,1,1,1,1,7,1,5,3,11,3
1968,470,1,2,3,7,9,7,9,5,6,5
1960,470,1,1,1,1,5,1,5,8,11,0
1968,470,1,2,1,7,1,7,5,7,6,5
1987,470,2,1,1,5,7,3,7,3,7,6
1958,470,1,2,1,7,9,8,9,3,7,5
1957,470,2,1,1,5,1,2,9,3,11,3
1980,470,1,1,1,1,6,1,10,7,11,0
1966,470,1,2,1,2,6,2,6,4,9,5
1969,470,2,1,1,7,1,2,6,4,8,6
1957,470,2,1,1,7,7,7,9,3,11,3
1970,470,1,1,1,11,9,6,9,4,7,2
1984,470,1,1,1,1,6,1,10,9,3,0
1985,470,1,2,1,1,11,2,7,5,4,5
1982,470,1,1,2,7,7,7,7,3,6,2
1970,470,1,1,1,1,1,5,5,5,4,2
1981,470,1,1,2,7,1,7,5,3,7,2
1979,470,1,2,2,7,1,7,2,4,4,5
1973,470,1,1,2,11,11,10,6,4,4,2
1985,470,1,2,3,1,6,7,6,4,4,5
1976,470,1,1,2,1,9,1,9,4,5,2
1960,470,2,1,2,7,5,7,2,3,6,6
1990,470,1,1,1,7,10,1,6,5,9,2
1970,470,2,1,5,7,7,7,1,5,4,4
1959,470,1,1,1,1,1,1,6,5,7,2
1989,470,1,1,1,1,2,1,1,5,5,2
1961,470,1,2,1,6,1,1,1,5,1,5
1989,470,2,1,1,7,9,7,9,2,11,3
1962,470,2,2,2,7,9,7,9,4,4,1
1980,470,2,1,1,5,1,1,6,3,9,6
1967,470,1,1,2,1,6,6,6,2,8,2
1983,470,1,1,1,1,6,6,5,7,7,0
1981,470,1,2,1,1,6,6,5,3,8,5
1983,470,2,1,1,1,7,7,7,9,7,0
1981,470,2,2,1,1,7,1,6,9,6,0
1982,470,1,1,2,7,2,1,5,3,7,2
1963,470,1,1,1,1,1,1,5,5,4,2
1988,470,1,2,1,1,1,5,5,5,1,5
1971,470,1,1,1,2,9,4,9,3,8,2
1958,470,1,1,1,5,5,5,5,7,8,0
1981,470,1,2,1,6,6,5,6,4,6,5
1967,470,1,1,2,7,7,6,5,9,4,0
1975,470,1,1,2,1,2,2,6,3,9,2
1979,470,1,2,2,1,7,11,9,3,7,5
1975,470,1,1,1,7,5,7,5,3,8,2
1966,470,1,1,1,2,5,3,7,5,11,3
1971,470,1,2,1,6,9,6,9,5,5,5
1983,470,1,1,1,1,10,1,6,5,1,2
1963,470,2,1,1,1,1,1,5,3,9,6
1963,470,1,2,5,5,1,5,1,9,4,4
1971,470,2,1,2,5,5,5,3,4,5,6
1967,470,2,2,5,1,9,3,9,5,4,4
1970,470,1,1,1,1,2,1,4,1,9,2
1962,470,1,2,2,5,6,4,3,3,9,5
1980,470,2,1,1,7,5,7,5,3,7,6
1982,470,1,1,1,7,10,3,6,5,9,2
1975,470,2,2,1,2,7,1,6,5,5,1
1973,470,3,2,1,1,2,10,6,9,6,1
1980,470,2,2,5,1,1,1,5,4,3,4
1987,470,2,2,5,1,9,9,6,4,4,4
1989,470,1,1,2,7,2,1,6,4,6,2
1965,470,1,2,3,5,11,7,6,4,3,5
1958,470,2,2,5,1,11,1,10,9,2,4
1979,470,1,1,1,1,6,6,6,5,9,2
1973,470,1,2,1,7,7,7,7,4,5,5
1989,470,1,1,1,7,6,6,5,2,8,2
1978,470,1,2,1,5,5,6,6,9,4,0
1981,470,1,1,1,7,9,7,9,3,7,2
1970,470,1,2,2,7,2,7,2,4,5,5
1976,470,2,1,1,1,1,1,2,3,11,3
1972,470,1,1,1,1,1,1,1,5,5,2
1975,470,1,2,1,1,9,1,9,5,1,5
1961,470,1,2,2,7,6,2,6,5,7,5
1980,470,1,1,1,1,9,1,9,5,7,2
1976,470,1,2,1,1,9,1,9,5,1,5
1972,470,1,1,1,1,2,7,2,4,9,2
1982,470,1,2,1,1,2,11,10,5,7,5
1977,470,1,1,2,1,10,1,11,3,7,2
1960,470,1,2,2,7,2,7,2,4,4,5
1968,470,2,2,5,1,1,1,1,9,2,4
1984,470,1,2,2,1,7,6,1,4,2,5
1959,470,1,1,1,1,9,5,9,9,5,0
1983,470,1,1,1,1,9,1,9,9,7,0
1984,470,1,1,2,7,5,1,9,4,6,2
1981,470,1,2,1,1,1,1,9,9,1,0
1987,470,1,1,1,1,9,1,3,7,9,0
1972,470,1,2,2,1,2,6,2,4,2,5
1979,470,1,1,1,5,1,11,1,4,7,2
1981,470,1,2,1,10,1,1,1,4,1,5
1964,470,2,1,1,7,7,7,5,3,7,6
1975,470,1,1,1,1,9,7,9,7,8,0
1970,470,1,1,2,11,2,7,5,3,6,2
1974,470,1,1,1,5,5,5,4,5,3,2
1974,470,1,2,1,1,9,1,9,5,1,5
1983,470,1,1,1,1,6,11,3,4,7,2
1985,470,1,2,1,1,6,1,2,4,1,5
1959,470,1,1,1,1,9,1,9,4,9,2
1965,470,2,1,1,1,1,1,4,4,6,6
1963,470,2,2,2,5,1,1,2,2,7,1
1969,470,1,2,2,1,1,4,7,8,7,0
1978,470,1,2,1,6,7,2,3,4,7,5
1986,470,1,1,1,1,2,11,2,4,3,2
1983,470,1,1,1,11,9,1,2,4,8,2
1988,470,1,1,2,7,9,7,9,4,6,2
1976,470,1,1,1,1,1,1,5,5,7,2
1965,470,2,2,2,1,5,2,7,4,4,1
1968,470,1,2,3,1,2,1,2,4,6,5
1983,470,1,2,2,7,2,7,6,4,4,5
1959,470,1,1,1,6,4,6,5,9,5,0
1979,470,1,1,1,1,5,1,9,4,7,2
1984,470,1,2,1,1,6,2,3,4,5,5
1969,470,1,1,1,7,7,7,5,3,7,2
1971,470,1,1,1,1,1,1,2,4,9,2
1963,470,2,1,2,11,1,1,7,4,5,6
1961,470,1,1,1,6,6,5,5,4,5,2
1960,470,1,2,1,1,1,6,5,9,6,0
1959,470,1,1,2,1,6,6,5,3,6,2
1972,470,1,2,1,6,1,10,2,5,4,5
1969,470,1,1,1,1,9,1,9,7,8,0
1977,470,1,1,1,1,5,1,5,3,11,3
1962,470,1,1,1,7,7,1,6,5,9,2
1958,470,1,1,1,1,9,1,9,5,5,2
1971,470,1,2,1,1,9,1,9,5,1,5
1985,470,3,2,3,1,7,1,5,3,8,1
1983,470,1,1,1,1,9,9,9,4,7,2
1977,470,1,2,1,1,9,2,1,7,5,5
1974,470,1,1,2,1,9,2,9,3,11,3
1970,470,1,2,2,1,9,3,1,3,11,3
1972,470,3,2,5,1,1,1,5,4,7,4
1979,470,1,2,5,1,9,1,9,5,6,4
1972,470,1,1,2,1,9,2,9,4,4,2
1972,470,1,1,1,1,2,1,6,2,19,3
1980,470,1,1,1,1,9,1,9,9,4,0
1975,470,1,2,1,1,9,1,9,4,3,5
1976,470,1,1,2,7,7,7,2,4,4,2
1967,470,2,1,1,1,1,1,5,7,7,0
1983,470,2,2,2,1,5,1,5,4,4,1
1984,470,1,2,1,1,2,1,3,4,5,5
1964,470,1,1,1,1,1,3,4,7,5,0
1979,470,1,2,1,1,6,9,9,9,4,0
1982,470,1,1,1,1,6,6,5,7,7,0
1966,470,2,1,1,1,9,1,9,9,4,0
1986,470,1,1,2,7,1,7,5,4,6,2
1976,470,2,1,1,1,5,1,9,4,6,6
1956,470,1,2,5,1,9,1,9,9,1,4
1968,470,1,2,2,1,9,1,9,5,4,5
1965,470,1,1,1,1,6,5,6,4,9,2
1967,470,1,1,2,7,2,10,2,3,7,2
1959,470,1,1,3,1,8,1,7,5,4,2
1971,470,1,2,2,10,6,7,6,4,5,5
1979,470,2,1,3,6,1,6,2,5,5,6
1973,470,2,1,2,7,10,2,9,3,7,6
1977,470,2,1,2,2,7,4,1,5,5,6
1971,470,1,2,5,1,1,5,2,4,4,4
1980,470,1,2,1,1,1,2,2,5,7,5
1968,470,1,1,1,1,1,10,6,3,7,2
1981,470,1,2,5,1,10,1,1,4,5,4
1966,470,1,1,2,5,9,5,9,3,7,2
1980,470,2,2,5,1,1,2,8,4,3,4
1974,470,1,1,1,1,1,5,5,7,7,0
1969,470,1,2,2,1,6,6,10,3,8,5
1966,470,1,1,2,7,6,6,6,7,6,0
1956,470,1,1,1,1,1,6,9,2,13,3
1962,470,1,2,1,1,9,9,9,2,1,5
1976,470,1,1,1,1,11,1,2,4,7,2
1967,470,2,1,1,1,1,1,5,5,7,6
1982,470,2,2,1,5,5,5,5,5,1,1
1966,470,1,1,1,1,1,5,5,5,9,2
1963,470,1,2,1,1,1,5,5,5,1,5
1971,470,2,1,1,7,7,7,7,5,11,6
1970,470,2,2,2,7,7,7,6,5,2,1
1967,470,1,1,1,1,9,1,9,1,7,2
1973,470,1,1,1,1,9,1,8,4,7,2
1981,470,1,2,2,1,9,1,9,4,5,5
1959,470,1,1,1,1,4,5,10,9,4,0
1970,470,1,2,1,4,7,10,6,4,3,5
1960,470,2,1,1,1,5,5,5,5,8,6
1973,470,2,1,2,1,7,7,5,7,7,0
1979,470,2,1,2,1,7,7,5,7,7,0
1982,470,1,1,4,5,10,10,8,4,4,4
1972,470,1,2,2,2,7,3,2,2,8,5
1960,470,1,2,2,1,6,2,11,4,5,5
1983,470,1,2,5,6,11,5,5,4,1,4
1980,470,2,1,2,1,6,2,9,3,9,6
1980,470,1,1,1,1,3,1,2,8,9,0
1959,470,1,2,2,1,6,6,5,2,7,5
1963,470,1,2,2,7,7,7,5,9,3,0
1967,470,1,1,1,1,5,1,5,8,4,0
1969,470,1,1,2,5,7,5,5,3,6,2
1969,470,1,1,1,1,5,1,5,5,7,2
1961,470,1,2,2,7,9,7,9,3,8,5
1970,470,1,2,5,1,9,5,9,5,4,4
1978,470,1,1,2,7,9,5,4,7,5,0
1977,470,1,1,2,7,9,7,9,5,6,2
1972,470,1,1,3,7,7,1,3,4,7,2
1957,470,2,2,3,2,6,7,5,5,6,1
1986,470,1,1,1,1,2,8,9,3,11,3
1971,470,1,2,1,1,9,1,9,3,7,5
1989,470,1,1,2,1,6,6,5,7,8,0
1970,470,1,1,1,1,6,6,6,7,6,0
1970,470,1,1,1,7,6,6,6,8,7,0
1966,470,1,1,2,7,6,6,6,8,6,0
1972,470,1,2,3,6,6,5,5,5,9,5
1973,470,1,2,2,7,7,6,5,4,8,5
1962,470,1,2,5,1,6,5,5,9,2,4
1965,470,1,1,2,7,5,7,5,3,7,2
1971,470,2,1,1,1,9,1,9,9,4,0
1971,470,2,2,1,1,9,1,9,4,2,1
1967,470,1,2,1,1,9,1,9,9,2,0
1984,470,2,1,1,1,9,1,9,8,5,0
1955,470,1,1,1,1,1,1,5,8,6,0
1978,470,2,1,1,1,5,1,5,7,7,0
1977,470,2,1,2,7,2,7,2,4,4,6
1970,470,1,1,1,4,9,2,9,5,6,2
1971,470,1,2,1,1,9,1,9,4,4,5
1971,470,1,1,1,7,9,6,3,3,7,2
1979,470,1,2,1,1,9,6,9,3,5,5
1972,470,1,2,2,7,7,1,9,4,5,5
1976,470,1,1,1,1,5,1,3,3,7,2
1969,470,1,2,2,2,3,1,3,3,5,5
1969,470,1,1,1,7,1,1,3,3,9,2
1985,470,1,2,1,2,1,3,6,3,7,5
1974,470,1,2,1,1,1,1,5,4,5,5
1970,470,1,1,2,1,6,7,6,4,7,2
1975,470,3,1,1,1,5,1,3,8,7,6
1970,470,1,1,2,1,11,1,6,3,7,2
1969,470,1,1,2,7,9,6,9,8,6,0
1981,470,3,1,3,7,1,1,6,7,7,6
1972,470,1,1,1,1,1,1,5,2,7,2
1970,470,1,1,2,7,2,7,5,4,4,2
1972,470,3,1,1,7,9,1,9,5,5,6
1973,470,3,2,1,1,7,1,6,5,5,1
1985,470,1,1,1,5,7,5,3,5,11,3
1964,470,1,1,2,1,11,1,6,3,7,2
1975,470,3,2,2,1,1,1,1,4,7,1
1965,470,3,1,5,1,2,1,1,4,5,4
1973,470,1,1,1,1,9,5,9,5,7,2
1966,470,1,1,2,1,9,7,9,3,5,2
1964,470,1,1,1,1,1,5,6,5,7,2
1973,470,2,1,1,7,7,7,9,3,8,6
1989,470,1,1,2,5,7,7,7,5,6,2
1969,470,1,1,1,1,1,1,5,3,8,2
1979,470,1,2,2,7,1,7,3,3,10,5
1981,470,1,1,2,1,1,1,5,9,8,0
1966,470,1,1,2,1,5,1,6,7,8,0
1984,470,1,1,1,1,2,2,3,5,1,2
1955,470,1,1,1,1,5,1,5,8,7,0
1982,470,1,2,2,7,7,7,2,4,5,5
1972,470,2,1,1,7,6,6,6,3,9,6
1971,470,3,2,1,1,1,1,1,3,5,1
1979,470,3,1,1,1,1,2,6,4,4,6
1969,470,3,1,2,1,1,2,2,3,7,6
1976,470,3,2,2,1,1,2,2,3,5,1
1973,470,3,2,5,1,10,1,1,4,3,4
